x,y,z
2.34859,3.37411,97.4631
2.35792,3.37049,97.4595
2.36724,3.36687,97.4558
2.37656,3.36326,97.4522
2.38589,3.35964,97.4486
2.39521,3.35602,97.4449
2.40453,3.35241,97.4413
2.41385,3.34879,97.4377
2.42318,3.34517,97.434
2.4325,3.34155,97.4304
2.44182,3.33794,97.4267
2.45115,3.33432,97.4231
2.46047,3.3307,97.4194
2.46979,3.32709,97.4158
2.47912,3.32347,97.4122
2.48844,3.31985,97.4085
2.49776,3.31624,97.4049
2.50708,3.31262,97.4013
2.51641,3.309,97.3976
2.52573,3.30538,97.394
2.53505,3.30177,97.3903
2.54438,3.29815,97.3867
2.5537,3.29453,97.3831
2.56302,3.29092,97.3794
2.57234,3.2873,97.3758
2.58167,3.28368,97.3721
2.59099,3.28007,97.3685
2.60031,3.27645,97.3649
2.60964,3.27283,97.3612
2.61896,3.26921,97.3576
2.62828,3.2656,97.3539
2.63761,3.26198,97.3503
2.64693,3.25836,97.3467
2.65625,3.25475,97.343
2.66557,3.25113,97.3394
2.6749,3.24751,97.3357
2.68422,3.24389,97.3321
2.69354,3.24028,97.3285
2.70287,3.23666,97.3248
2.71219,3.23304,97.3212
2.72151,3.22943,97.3175
2.73083,3.22581,97.3139
2.74016,3.22219,97.3103
2.74948,3.21858,97.3066
2.7588,3.21496,97.303
2.76813,3.21134,97.2993
2.77745,3.20772,97.2957
2.78677,3.20411,97.2921
2.79609,3.20049,97.2884
2.80542,3.19687,97.2848
2.81474,3.19326,97.2811
2.82406,3.18964,97.2775
2.83339,3.18602,97.2739
2.84271,3.1824,97.2702
2.85203,3.17879,97.2666
2.86136,3.17517,97.2629
2.87068,3.17155,97.2593
2.88,3.16794,97.2557
2.88932,3.16432,97.252
2.89865,3.1607,97.2484
2.90797,3.15709,97.2447
2.91729,3.15347,97.2411
2.92662,3.14985,97.2375
2.93594,3.14623,97.2338
2.94526,3.14262,97.2302
2.95458,3.139,97.2265
2.96391,3.13538,97.2229
2.97323,3.13177,97.2193
2.98255,3.12815,97.2156
2.99188,3.12453,97.212
3.0012,3.12092,97.2084
3.01052,3.1173,97.2047
3.01985,3.11368,97.2011
3.02917,3.11006,97.1974
3.03849,3.10645,97.1938
3.04781,3.10283,97.1901
3.05714,3.09921,97.1865
3.06646,3.0956,97.1829
3.07578,3.09198,97.1792
3.08511,3.08836,97.1756
3.09443,3.08474,97.172
3.10375,3.08113,97.1683
3.11307,3.07751,97.1647
3.1224,3.07389,97.161
3.13172,3.07028,97.1574
3.14104,3.06666,97.1538
3.15037,3.06304,97.1501
3.15969,3.05943,97.1465
3.16901,3.05581,97.1428
3.17833,3.05219,97.1392
3.18766,3.04857,97.1356
3.19698,3.04496,97.1319
3.2063,3.04134,97.1283
3.21563,3.03772,97.1246
3.22495,3.03411,97.121
3.23427,3.03049,97.1174
3.2436,3.02687,97.1137
3.25292,3.02326,97.1101
3.26224,3.01964,97.1064
3.27156,3.01602,97.1028
3.28089,3.0124,97.0992
3.29021,3.00879,97.0955
3.29953,3.00517,97.0919
3.30886,3.00155,97.0882
3.31818,2.99794,97.0846
3.3275,2.99432,97.081
3.33682,2.9907,97.0773
3.34615,2.98708,97.0737
3.35547,2.98347,97.07
3.36479,2.97985,97.0664
3.37412,2.97623,97.0628
3.38344,2.97262,97.0591
3.39276,2.969,97.0555
3.40209,2.96538,97.0518
3.41141,2.96177,97.0482
